Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
4,BACĂU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,22,,ROTARU,CIPRIAN,SENAT,2
4,BACĂU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,22,,DEDULEASĂ,GEORGE-LUCIAN,SENAT,3
4,BACĂU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,22,,CANEA,MIHAELA-CARMEN,SENAT,4
4,BACĂU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,22,,GHINEȚ,FLORIN-VASILE,SENAT,5
4,BACĂU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,22,,CIOBANU-HARHAS,CRISTIAN-COSMIN,SENAT,6
4,BACĂU,FORȚA DREPTEI,6,,CIBOTARU,ALEXANDRU,SENAT,1
4,BACĂU,FORȚA DREPTEI,6,,GHERASIM,CONSTANTIN,SENAT,2
4,BACĂU,FORȚA DREPTEI,6,,IGNAT,NICU-CODRIN,SENAT,3
4,BACĂU,FORȚA DREPTEI,6,,POPOVICI,ROBERTA,SENAT,4
4,BACĂU,FORȚA DREPTEI,6,,HARIGA,RADU-LUCIAN,SENAT,5
4,BACĂU,FORȚA DREPTEI,6,,SÂRBU,NICU-IULIAN,SENAT,6
4,BACĂU,PARTIDUL ECOLOGIST ROMÂN,9,,TABARCEA,OLTIȚA,SENAT,1
4,BACĂU,PARTIDUL LIGA ACȚIUNII NAȚIONALE,20,,ȚUCĂ,GEORGE-VLAD,SENAT,1
4,BACĂU,PARTIDUL LIGA ACȚIUNII NAȚIONALE,20,,BURSUC,VALENTIN-GABRIEL,SENAT,2
4,BACĂU,PARTIDUL LIGA ACȚIUNII NAȚIONALE,20,,LUPU,CRISTINA-ALINA,SENAT,3
4,BACĂU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,21,,LUCACI,MIHAI,SENAT,1
4,BACĂU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,21,,CAPRARU,PAVEL,SENAT,2
4,BACĂU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,21,,MĂRTINAȘ,ASTRID-ROBERTA,SENAT,3
4,BACĂU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,21,,ANDRICI,IOAN,SENAT,4
4,BACĂU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,21,,ROMAN,GICĂ,SENAT,5
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,FENECHIU,CĂTĂLIN-DANIEL,SENAT,1
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,CONSTANTIN,TOMA,SENAT,2
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,CRISTEA,TINA-OANA,SENAT,3
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,NĂSTASE,MARIA-RALUCA,SENAT,4
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,STOICAN,IULIAN-VASILE,SENAT,5
4,BACĂU,PARTIDUL NAȚIONAL LIBERAL,2,,MIHĂILĂ,DAN-GHEORGHE,SENAT,6
4,BACĂU,PARTIDUL NOUA ROMÂNIE,8,,CONDREA,RĂZVAN-COSTEL,SENAT,1
4,BACĂU,PARTIDUL OAMENILOR TINERI,10,,PATRAȘCU,GABRIEL-FLORIN,SENAT,1
4,BACĂU,PARTIDUL PATRIA,23,,SIMION,MARICICA,SENAT,1
4,BACĂU,PARTIDUL PATRIA,23,,GABOR,VALENTIN,SENAT,2
4,BACĂU,PARTIDUL PATRIA,23,,MUNTEANU,PETRONEL,SENAT,3
4,BACĂU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,19,,BEȚA,MIHAI-ANDREI,SENAT,1
4,BACĂU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,19,,TĂNASE,ELENA-ROXANA,SENAT,2
4,BACĂU,PARTIDUL ROMÂNIA ÎN ACȚIUNE,13,,MOTOC,MARIUS-COSMIN,SENAT,1
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,FLOROIU,IONEL,SENAT,1
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,PRODAN,PAUL-GEORGE,SENAT,2
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,EGARMIN,ANA-MARIA,SENAT,3
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,CONSTANTIN,ȘTEFAN,SENAT,4
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,DROIMAN,ALEXANDRU-NORBERT,SENAT,5
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT,5,,SANDU,IONELA,SENAT,6
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,RUSE,MIHAI,SENAT,1
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,BOBOC,MARCELA,SENAT,2
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,MARCHIDAN,MARINICĂ,SENAT,3
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,BOLOGEANU,FLORIN,SENAT,4
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,STOICA,LUCICA,SENAT,5
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,UNGUREANU,CIPRIAN-COSTEL,SENAT,6
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,BALINT,ADRIAN,SENAT,1
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,GORGAN-BEJAN,MARIA,SENAT,2
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TALABĂ,DANIELA,SENAT,3
4,BACĂU,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,DAVID,CRISTIAN-ALEXANDRU,SENAT,4
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,VÂRGĂ,IOAN,SENAT,1
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,NEICUȚESCU,IONELA-CORINA,SENAT,2
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,CATANA,MIHAI,SENAT,3
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,SPĂTARIU,DANIELA,SENAT,4
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,POPA,GHEORGHE,SENAT,5
4,BACĂU,PARTIDUL S.O.S. ROMÂNIA,16,,ARDELEANU,MIHAI,SENAT,6
4,BACĂU,PATRIOȚII POPORULUI ROMÂN,17,,MATEI,ALEXANDRU-LAURENȚIU,SENAT,1
4,BACĂU,PATRIOȚII POPORULUI ROMÂN,17,,BOLEA,MIRUNA-MIOARA,SENAT,2
4,BACĂU,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,IONESCU,ELENA,SENAT,1
4,BACĂU,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,RĂDUCAN,MARIUS-CĂTĂLIN,SENAT,2
4,BACĂU,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,14,,BELCIU,MĂDĂLINA-CRISTINA,SENAT,1
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,COJAN,BEBI,SENAT,1
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,BILIBOK,RÓBERT,SENAT,2
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,SZŐCS,PÁL,SENAT,3
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,CÂTEA,IULIAN,SENAT,4
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,ARAMĂ,ROXANA-MARIA,SENAT,5
4,BACĂU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,1,,ANTAL,CRISTINEL,SENAT,6
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,CERNIC,SEBASTIAN,SENAT,1
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,POPESCU-GAGIU,ȘTEFANA,SENAT,2
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,VRABIE,OVIDIU-DAN,SENAT,3
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,CIOBANU,ALEXANDRU,SENAT,4
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,IFTIME,MIHĂIȚĂ-CLAUDIU,SENAT,5
4,BACĂU,UNIUNEA SALVAȚI ROMÂNIA,3,,TAMAȘ,CLAUDIU-VASILE,SENAT,6
5,BIHOR,ALIANȚA NAȚIONAL CREȘTINĂ,15,,ROMAN,GABRIELA,SENAT,1
5,BIHOR,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,BLEJAN,CIPRIAN-MIRCEA,SENAT,1
5,BIHOR,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,GHERLE,RAUL-ALIN,SENAT,2
5,BIHOR,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,SEICA,ALINA-MARIA,SENAT,3
5,BIHOR,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,LUCACIU,IOAN,SENAT,4
5,BIHOR,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,ȚENȚ,CRINA,SENAT,5
5,BIHOR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,7,,MUNTEAN,VALENTIN-TEODOR,SENAT,1
5,BIHOR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,7,,IONESCU,CERASELA-VIORICA,SENAT,2
5,BIHOR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,7,,OLTEAN,ROXANA-OANA-IULIA,SENAT,3
5,BIHOR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,7,,BUDĂU,DORIN,SENAT,4
5,BIHOR,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,21,,COPIL,ISTVÁN-LEVENTE,SENAT,1
5,BIHOR,FORȚA DREPTEI,3,,BLAGA,GHEORGHE-COSMIN,SENAT,1
5,BIHOR,FORȚA DREPTEI,3,,ZURBĂU,DAN-MARIUS,SENAT,2
5,BIHOR,FORȚA DREPTEI,3,,GHIB,FLORICA-MARIA,SENAT,3
5,BIHOR,FORȚA DREPTEI,3,,CINCEA,ADRIANA-DUMITRANA-VLADIMIRA,SENAT,4
5,BIHOR,FORȚA DREPTEI,3,,LERNICU,CRISTIAN,SENAT,5
5,BIHOR,FORȚA DREPTEI,3,,BALOGH,IOSIF,SENAT,6
5,BIHOR,PARTIDUL ECOLOGIST ROMÂN,20,,FLORUȚA,OCTAVIAN-ADRIAN,SENAT,1
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,BOLOJAN,IOAN,SENAT,1
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,GĂVRILUȚ,TITUS,SENAT,2
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,BLAGA,IOANA-VIORICA,SENAT,3
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,PELE,RADU,SENAT,4
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,CUC,IOAN,SENAT,5
5,BIHOR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,MILITARU,ANDREEA-ELISABETA,SENAT,6
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,BOLOJAN,ILIE-GAVRIL,SENAT,1
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,BOTA,GHEORGHE-IOAN,SENAT,2
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,ȘCHIOP,ANCUȚA-FLORINA,SENAT,3
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,FILIMON,TEOFIL-LAVINIU,SENAT,4
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,POPA,GABRIEL-CĂTĂLIN,SENAT,5
5,BIHOR,PARTIDUL NAȚIONAL LIBERAL,4,,MĂLAN,MIRCEA,SENAT,6
5,BIHOR,PARTIDUL NOUA ROMÂNIE,17,,TIFIGIU,MARIAN-RADU,SENAT,1
5,BIHOR,PARTIDUL OAMENILOR TINERI,16,,CÎMPAN,PETRU,SENAT,1
5,BIHOR,PARTIDUL OAMENILOR TINERI,16,,POPA,PETRU-DANIEL,SENAT,2
5,BIHOR,PARTIDUL OAMENILOR TINERI,16,,ȘOMAI,LILIANA,SENAT,3
5,BIHOR,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,PAVEL,ALINA-DIANA,SENAT,1
5,BIHOR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,VIDICAN,PAUL-COSMIN,SENAT,1
5,BIHOR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,DINCĂ,MARIAN,SENAT,2
5,BIHOR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,MATEIU,IOANA-ELENA,SENAT,3
5,BIHOR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,DUCA,SIMINA MARIA,SENAT,4
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,MOHAN,AUREL-GEORGE,SENAT,1
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,GHILEA,GABRIEL-TRAIAN,SENAT,2
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,POLMAN,CARMEN-GEORGETA,SENAT,3
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,HUNIADI,CARMEN-ANCA,SENAT,4
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,AVRAM,NICOLAE-IOAN,SENAT,5
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT,6,,VENTER,LICINIU-CĂTĂLIN,SENAT,6
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,8,,LAZA,ALEXANDRINA,SENAT,1
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,8,,KRAJCZA,TIBERIU-ROLAND,SENAT,2
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,HOȚOPAN,MIHAI,SENAT,1
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,ZACH,TUDOR-VASILE,SENAT,2
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,KOVACS,MINERVA,SENAT,3
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,DOBÓ,DUMITRU,SENAT,4
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,PĂIUȘ,CARMEN-MARIA,SENAT,5
5,BIHOR,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TURCUȘ,GHEORGHE,SENAT,6
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,COBRESCU,VIRGIL-CĂTĂLIN,SENAT,1
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,ANTON,MĂDĂLINA,SENAT,2
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,PAȘCALĂU,LUCIAN,SENAT,3
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,MĂTIUȚ,DOREL - MIHAI,SENAT,4
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,POP,MARIA,SENAT,5
5,BIHOR,PARTIDUL S.O.S. ROMÂNIA,10,,DEMIAN,IOAN,SENAT,6
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,BOROȘ,ANDREI-CRISTIAN-BOGDAN,SENAT,1
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,FECHETE,SORIN-AUREL,SENAT,2
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,DRAGOȘ,VASILE-ALEXANDRU,SENAT,3
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,HĂLMĂGEANU,IOANA-LILIANA,SENAT,4
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,RITZ,ALEXANDRA,SENAT,5
5,BIHOR,PATRIOȚII POPORULUI ROMÂN,19,,FISCHER,CONSTANTIN,SENAT,6
5,BIHOR,ROMÂNIA SOCIALISTĂ,12,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,CRISTEA,ADRIAN-MIRCEA,SENAT,1
5,BIHOR,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,13,,TIU,ELEONORA-IACINTA,SENAT,1
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,CSEKE,ATTILA-ZOLTAN,SENAT,1
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,RITLI,LÁSZLÓ-CSONGOR,SENAT,2
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,STAHARÓCZKY,NOÉMI-HELÉN,SENAT,3
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,DUBOVAN,CRISTIAN-CSABA,SENAT,4
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,VIG,HAJNALKA-ILDIKÓ,SENAT,5
5,BIHOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,SZŰCS,GYÖRGY-ÁRON,SENAT,6
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,PALAGHIANU,DANIEL-CRISTIAN,SENAT,1
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,KUIBUȘ,IOAN,SENAT,2
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,MĂGUREANU,GENA,SENAT,3
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,HALMAGEAN,ECATERINA,SENAT,4
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,BRISCAN,SORIN-MIHAI,SENAT,5
5,BIHOR,UNIUNEA SALVAȚI ROMÂNIA,5,,CUC,VASILE,SENAT,6
6,BISTRIŢA-NĂSĂUD,ALIANȚA NAȚIONAL CREȘTINĂ,11,,CACINA,VALENTIN,SENAT,1
6,BISTRIŢA-NĂSĂUD,ALIANȚA NAȚIONAL CREȘTINĂ,11,,MIHĂILĂ,CĂTĂLIN-COSMIN,SENAT,2
6,BISTRIŢA-NĂSĂUD,ALIANȚA NAȚIONAL CREȘTINĂ,11,,SPUDERKA,CRISTINA-MIHAELA,SENAT,3
6,BISTRIŢA-NĂSĂUD,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,COSMA,DAN,SENAT,1
6,BISTRIŢA-NĂSĂUD,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,IANOȘ,GHEORGHE,SENAT,2
6,BISTRIŢA-NĂSĂUD,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,JARDA,TRAIAN,SENAT,3
6,BISTRIŢA-NĂSĂUD,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,MICU,FLORENTINA,SENAT,4
6,BISTRIŢA-NĂSĂUD,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,BOLDOR,IOAN,SENAT,1
6,BISTRIŢA-NĂSĂUD,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,BIRO,MARIA-DANIELA,SENAT,2
6,BISTRIŢA-NĂSĂUD,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,14,,BÂRLEA,IOAN-COSMIN,SENAT,1
6,BISTRIŢA-NĂSĂUD,FORȚA DREPTEI,4,,CÂRCU,IOAN-CAIUS,SENAT,1
6,BISTRIŢA-NĂSĂUD,FORȚA DREPTEI,4,,DOBRA,DANIEL-BOGDAN,SENAT,2
6,BISTRIŢA-NĂSĂUD,FORȚA DREPTEI,4,,HOZA,OTILIA-VIORICA,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL ECOLOGIST ROMÂN,15,,MOLDOVAN,IOAN-LUCIAN,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL ECOLOGIST ROMÂN,15,,SIGARTĂU,FLOARE-VOICHITA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,SESERMAN,MARCEL,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,9,,UJICĂ,MARIA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL LIBERAL,3,,TURC,IOAN,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL LIBERAL,3,,URÎTE,FLORIN-RADU,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL LIBERAL,3,,MACARIE,DOINA,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL NAȚIONAL LIBERAL,3,,SOMEȘAN,IOAN,SENAT,4
6,BISTRIŢA-NĂSĂUD,PARTIDUL NOUA ROMÂNIE,13,,POP,ADINA-MARIA,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL OAMENILOR TINERI,7,,ROBE,LIVIU SORIN,SENAT,1
6,BISTRIŢA-NĂSĂUD,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,MIC,ADRIAN-IGNAT,SENAT,1
6,BISTRIŢA-NĂSĂUD,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,VIȚAN,LILIANA,SENAT,2
6,BISTRIŢA-NĂSĂUD,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,PUDILIC,GRIGORE,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,ROTARU,IULIUS-DUMITRU,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,GORDON-LAZAR,ANAMARIA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,ACHIM,DAN-FLORIN,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,PUȚURA,CRISTIAN-VALENTIN,SENAT,4
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT,2,,MOLDOVAN,NICOLAE,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT,2,,TABĂRĂ,CAMELIA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT,2,,NICULA,MIRCEA-CRISTIAN,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT,2,,MUNTEAN,ROXANA-ALINA,SENAT,4
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,TURDEAN,EMIL-FLAVIU,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,TURDEAN,MIHAELA-MARIA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,OLAR,MARIA,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,FĂTU,NADIA-DELIA,SENAT,4
6,BISTRIŢA-NĂSĂUD,PARTIDUL S.O.S. ROMÂNIA,8,,MANOLACHE,VASILE,SENAT,1
6,BISTRIŢA-NĂSĂUD,PARTIDUL S.O.S. ROMÂNIA,8,,DEHELEAN-RĂDĂCINĂ,CRISTINA-MARIA,SENAT,2
6,BISTRIŢA-NĂSĂUD,PARTIDUL S.O.S. ROMÂNIA,8,,MĂGHERUȘAN,ROZALIA,SENAT,3
6,BISTRIŢA-NĂSĂUD,PARTIDUL S.O.S. ROMÂNIA,8,,ARMAN,VASILE-ANDRÁS,SENAT,4
6,BISTRIŢA-NĂSĂUD,PATRIOȚII POPORULUI ROMÂN,17,,CHISA,CLAUDIU-CĂLIN,SENAT,1
6,BISTRIŢA-NĂSĂUD,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,19,,CHEREJI,FLORIN-SILVIU,SENAT,1
6,BISTRIŢA-NĂSĂUD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,ANTAL,ATTILA,SENAT,1
6,BISTRIŢA-NĂSĂUD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,PAPP,ANDREI,SENAT,2
6,BISTRIŢA-NĂSĂUD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,REMAN,GHEORGHE,SENAT,3
6,BISTRIŢA-NĂSĂUD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,SUCIU,SZERÉN,SENAT,4
6,BISTRIŢA-NĂSĂUD,UNIUNEA SALVAȚI ROMÂNIA,5,,SÎNGEORZAN,ARTENE,SENAT,1
6,BISTRIŢA-NĂSĂUD,UNIUNEA SALVAȚI ROMÂNIA,5,,MUREȘAN,LIANA-ANGELA,SENAT,2
6,BISTRIŢA-NĂSĂUD,UNIUNEA SALVAȚI ROMÂNIA,5,,POPESCU,DUMITRU-MUGUREL,SENAT,3
6,BISTRIŢA-NĂSĂUD,UNIUNEA SALVAȚI ROMÂNIA,5,,DUMITRIU-MUREȘAN,DRAGOȘ,SENAT,4
7,BOTOŞANI,ALIANȚA NAȚIONAL CREȘTINĂ,13,,FARAON,DANIEL,SENAT,1
7,BOTOŞANI,ALIANȚA PENTRU UNIREA ROMÂNILOR,2,,SILEGEANU,CĂTĂLIN,SENAT,1
7,BOTOŞANI,ALIANȚA PENTRU UNIREA ROMÂNILOR,2,,DARIE,CĂTĂLIN,SENAT,2
7,BOTOŞANI,ALIANȚA PENTRU UNIREA ROMÂNILOR,2,,CATARGIU,ANA-MARIA,SENAT,3
7,BOTOŞANI,ALIANȚA PENTRU UNIREA ROMÂNILOR,2,,DIACONESCU,CONSTANTIN,SENAT,4
7,BOTOŞANI,ALIANȚA PENTRU UNIREA ROMÂNILOR,2,,GRĂDINARU,RALUCA-MANUELA,SENAT,5
7,BOTOŞANI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,9,,BURLACU,CIPRIAN-IONEL,SENAT,1
7,BOTOŞANI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,9,,CALMUSCHI,DANIELA-IRINA,SENAT,2
7,BOTOŞANI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,9,,ALECU,DANIEL,SENAT,3
7,BOTOŞANI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,9,,EPURAȘ,MARIA,SENAT,4
7,BOTOŞANI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,9,,BÎLBĂ,RAISA,SENAT,5
7,BOTOŞANI,CANDIDAT INDEPENDENT,19,,CIOBBANU,DANIEL,SENAT,1
7,BOTOŞANI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,11,,VÎRLAN,DORINA,SENAT,1
